"薬品名","棚番1","棚番2","棚番3","棚番4","棚番5","棚番6","棚番7"
"ﾓﾝﾃﾙｶｽﾄﾁｭｱﾌﾞﾙ錠5mg｢ｻﾜｲ｣","E22","","","","","",""
"ヤクバンテープ４０ｍｇ","G3","","","","","",""
"ユーエフティ配合カプセルＴ１００","","","","","","",""
"ユーパスタ軟膏","","","","","","",""
"ユーロジン２ｍｇ錠","E19","","","","","",""
"ユナシン錠３７５ｍｇ","E23","","","","","",""
"ユビデカレノン錠１０ｍｇ「サワイ」","E23","","","","","",""
"ユベラ錠５０ｍｇ","E23","","","","","",""
"ユベラＮカプセル１００ｍｇ","E23","C14","A5","","","",""
"ユベラＮソフトカプセル２００ｍｇ","E23","","","","","",""
"ユベラ軟膏","F","","","","","",""
"ユリーフＯＤ錠４ｍｇ","E18","","","","","",""
"ユリス錠１ｍｇ","E23","","","","","",""
"ユリス錠０．５ｍｇ","E23","","","","","",""
"ユリス錠２ｍｇ","E23","","","","","",""
"ユリノーム錠２５ｍｇ","E18","","","","","",""
"ヨウ化カリウム丸５０ｍｇ「日医工」","E25","","","","","",""
"ヨーデルＳ糖衣錠－８０","E23","P","","","","",""
"ライゾデグ配合注　フレックスタッチ","F","","","","","",""
"ラキソベロン錠２．５ｍｇ","E23","","","","","",""
"ラキソベロン内用液０．７５％","B2","","","","","",""
"ラクツロースシロップ６５％「タカタ」","D1","F","","","","",""
"ﾗｸﾂﾛｰｽ･ｼﾛｯﾌﾟ60%分包15mL｢ｺｰﾜ｣","A5","","","","","",""
"ラゲブリオカプセル２００ｍｇ","G6","","","","","",""
"ラコールＮＦ配合経腸用液","L2","","","","","",""
"ラコサミド錠１００ｍｇ「サワイ」","E18","","","","","",""
"ラコサミド錠１００ｍｇ「サワイ」","","","","","","",""
"ラコサミド錠５０ｍｇ「サワイ」","E18","","","","","",""
"ラシックス錠２０ｍｇ","E23","","","","","",""
"ラスビック点滴静注キット１５０ｍｇ","","","","","","",""
"ラスビック錠７５ｍｇ","E23","","","","","",""
"ラタチモ配合点眼液「ニットー」","F","","","","","",""
"ﾗﾀﾉﾌﾟﾛｽﾄ点眼液0.005%｢TOA｣","E10","","","","","",""
"ﾗﾀﾉﾌﾟﾛｽﾄ点眼液0.005%｢ｾﾝｼﾞｭ｣","F","","","","","",""
"ﾗﾀﾉﾌﾟﾛｽﾄ点眼液0.005%｢VTRS｣","","","","","","",""
"ラックビーＲ散","E3","","","","","",""
"ラックビー微粒Ｎ","E3","","","","","",""
"ラックビー錠","E23","","","","","",""
"ラツーダ錠２０ｍｇ","E18","","","","","",""
"ラニラピッド錠０．０５ｍｇ","E18","","","","","",""
"ラノコナゾールクリーム１％「イワキ」","N4","","","","","",""
"ラピフォートワイプ２．５％","G10","","","","","",""
"ラフチジン錠１０ｍｇ「サワイ」","E23","","","","","",""
"ラベプラゾールＮａ塩錠１０ｍｇ「明治」","E23","P","","","","",""
"ラマトロバン錠７５ｍｇ「ＫＯ」","E23","","","","","",""
"ラミシール外用液１％","E7","","","","","",""
"ラミシールクリーム１％","C4","N1","E8","C9","","",""
"ラメルテオン錠８ｍｇ「武田テバ」","E23","P","","","","",""
"ラモトリギン錠２５ｍｇ「サワイ」","E18","","","","","",""
"ﾗﾛｷｼﾌｪﾝ塩酸塩錠60mg｢ｻﾜｲ｣","E23","","","","","",""
"ﾗﾝｿﾌﾟﾗｿﾞｰﾙOD錠15mg｢武田ﾃﾊﾞ｣","A5","P","","","","",""
"ﾗﾝｿﾌﾟﾗｿﾞｰﾙOD錠30mg｢武田ﾃﾊﾞ｣","A5","","","","","",""
"ランタス注ソロスター","F","","","","","",""
"ランタスＸＲ注ソロスター","F","","","","","",""
"ランドセン錠１ｍｇ","E19","","","","","",""
"ランドセン錠０．５ｍｇ","E19","","","","","",""
"ランドセン細粒０．１％","E3","","","","","",""
"リーゼ錠５ｍｇ","E19","","","","","",""
"リーダイ配合錠","E23","","","","","",""
"リーバクト配合顆粒","A4","","","","","",""
"リウマトレックスカプセル２ｍｇ","E18","","","","","",""
"リオナ錠２５０ｍｇ","E23","","","","","",""
"リオレサール錠５ｍｇ","E18","","","","","",""
"リクシアナ錠３０ｍｇ","E23","","","","","",""
"リクシアナＯＤ錠１５ｍｇ","E23","","","","","",""
"リクシアナＯＤ錠３０ｍｇ","E23","","","","","",""
"リクシアナＯＤ錠６０ｍｇ","E23","","","","","",""
"リザベンカプセル１００ｍｇ","E23","","","","","",""
"リスペリドン錠０．５ｍｇ「ＮＰ」","E18","P","","","","",""
"リスペリドン内用液１ｍｇ／ｍＬ「杏林」","E3","","","","","",""
"リスペリドン錠１ｍｇ「アメル」","E18","","","","","",""
"リスペリドン錠２ｍｇ「ヨシトミ」","E18","","","","","",""
"ﾘｽﾍﾟﾘﾄﾞﾝ内用液1mg/mL｢ﾖｼﾄﾐ｣","E3","","","","","",""
"リスペリドン錠０．５ｍｇ「アメル」","O","","","","","",""
"リスミー錠２ｍｇ","E23","","","","","",""
"ﾘｾﾄﾞﾛﾝ酸Na錠17.5mg｢ｻﾜｲ｣","","","","","","",""
"リセドロン酸Ｎａ錠１７．５ｍｇ「明治」","E18","","","","","",""
"リセドロン酸Ｎａ錠７５ｍｇ「トーワ」","E18","","","","","",""
"リドメックスコーワクリーム０．３％","C2","N1","G10","G11","","",""
"リドメックスコーワ軟膏０．３％","C2","N1","E8","G10","G11","",""
"リバーロキサバン錠１０ｍｇ「バイエル」","E23","","","","","",""
"リバーロキサバン錠１５ｍｇ「バイエル」","E23","","","","","",""
"リパクレオンカプセル１５０ｍｇ","E23","","","","","",""
"ﾘﾊﾞｽﾁｸﾞﾐﾝﾃｰﾌﾟ13.5mg｢DSEP｣","E5","","","","","",""
"ﾘﾊﾞｽﾁｸﾞﾐﾝﾃｰﾌﾟ18mg｢DSEP｣","E5","","","","","",""
"ﾘﾊﾞｽﾁｸﾞﾐﾝﾃｰﾌﾟ4.5mg｢DSEP｣","E5","","","","","",""
"リバスチグミンテープ９ｍｇ「ＤＳＥＰ」","E5","E5","","","","",""
"リバロ錠１ｍｇ","E23","","","","","",""
"リバロ錠２ｍｇ","E23","","","","","",""
"リピトール錠１０ｍｇ","E23","","","","","",""
"ﾘﾌｧﾝﾋﾟｼﾝｶﾌﾟｾﾙ150mg｢ｻﾝﾄﾞ｣","E23","","","","","",""
"リフヌア錠４５ｍｇ","E23","","","","","",""
"リベルサス錠１４ｍｇ","E18","","","","","",""
"リベルサス錠３ｍｇ","E18","","","","","",""
"リベルサス錠７ｍｇ","E18","","","","","",""
"リボスチン点眼液０．０２５％","E10","","","","","",""
"ﾘﾎﾞｽﾁﾝ点鼻液0.025mg112噴霧用","E9","","","","","",""
"リボトリール錠０．５ｍｇ","E19","","","","","",""
"リボトリール錠２ｍｇ","E19","","","","","",""
"リマチル錠１００ｍｇ","E18","","","","","",""
"ﾘﾏﾌﾟﾛｽﾄｱﾙﾌｧﾃﾞｸｽ錠5μg｢ｻﾜｲ｣","E23","P","","","","",""
"ﾘﾏﾌﾟﾛｽﾄ ｱﾙﾌｧﾃﾞｸｽ錠5μg｢ｻﾜｲ｣","","","","","","",""
"リリカＯＤ錠２５ｍｇ","E23","P","A6","","","",""
"リリカカプセル７５ｍｇ","E23","","","","","",""
"リルゾール錠５０ｍｇ「ＡＡ」","E23","","","","","",""
"リンコシンカプセル２５０ｍｇ","E23","","","","","",""
"リンゼス錠０．２５ｍｇ","E23","","","","","",""
"リンデロン錠０．５ｍｇ","E23","","","","","",""
"眼・耳科用リンデロンＡ軟膏","C7","A2","N1","","","",""
"リンデロン－ＤＰクリーム","C3","","","","","",""
"リンデロン－Ｖクリーム０．１２％","C3","N1","","","","",""
"リンデロン－ＶＧクリーム０．１２％","C3","N1","","","","",""
"リンデロン点眼液０．０１％","E10","","","","","",""
"リンデロン点眼・点耳・点鼻液０．１％","E10","","","","","",""
"リンデロン－Ｖ軟膏０．１２％","C3","N1","","","","",""
"リンデロン－ＶＧ軟膏０．１２％","C3","N1","","","","",""
"リンデロン－Ｖローション","E4","","","","","",""
"リンデロン－ＶＧローション","E4","","","","","",""
"ルコナック爪外用液５％","E7","","","","","",""
"ルセフィ錠２．５ｍｇ","E24","","","","","",""
"ルセフィ錠５ｍｇ","E24","","","","","",""
"ルネスタ錠３ｍｇ","E24","","","","","",""
"ルパフィン錠１０ｍｇ","E24","","","","","",""
"ルプラック錠４ｍｇ","E24","","","","","",""
"ルムジェブ注ミリオペン","","","","","","",""
"ルリコン液１％","E7","","","","","",""
"ルリコンクリーム１％","C4","N1","","","","",""
"ルリコナゾールクリーム１％「イワキ」","N4","I4","","","","",""
"ルリコン軟膏１％","C4","N4","","","","",""
"ルリコナゾール軟膏１％「イワキ」","I4","N4","","","","",""
"レキサルティＯＤ錠１ｍｇ","E18","","","","","",""
"レキサルティＯＤ錠０．５ｍｇ","E18","","","","","",""
"レキサルティＯＤ錠２ｍｇ","E18","","","","","",""
"レキソタン錠５","E19","","","","","",""
"レキップＣＲ錠８ｍｇ","O","","","","","",""
"レクチゾール錠２５ｍｇ","E24","","","","","",""
"レザルタス配合錠ＨＤ","E24","","","","","",""
"レスタミンコーワクリーム１％","E8","G10","G11","","","",""
"強力レスタミンコーチゾンコーワ軟膏","N4","","","","","",""
"レスタミンコーワ錠１０ｍｇ","E24","","","","","",""
"レスプレン錠２０ｍｇ","E24","","","","","",""
"レダコート軟膏０．１％","C1","","","","","",""
"レダコートクリーム０．１％","C1","","","","","",""
"レトロゾール錠２．５ｍｇ「ニプロ」","E18","","","","","",""
"レパグリニド錠０．２５ｍｇ「サワイ」","E18","","","","","",""
"レパグリニド錠０．５ｍｇ「サワイ」","E18","","","","","",""
"レバチオ錠２０ｍｇ","E24","","","","","",""
"レバミピド錠１００ｍｇ「オーツカ」","E24","P","","","","",""
"レバミピド懸濁性点眼液２％「参天」","E10","","","","","",""
"レベチラセタム錠２５０ｍｇ「サワイ」","E24","","","","","",""
"レベチラセタム錠５００ｍｇ「サワイ」","E24","","","","","",""
"レベチラセタムＤＳ５０％「タカタ」","G10","C11","","","","",""
"レベニン錠","E24","","","","","",""
"レベニン散","E3","","","","","",""
"ﾚﾎﾞｶﾙﾆﾁﾝFF錠250mg｢ﾄｰﾜ｣","","","","","","",""
"ﾚﾎﾞｶﾊﾞｽﾁﾝ点眼液0.025%｢ｻﾜｲ｣","E10","","","","","",""
"ﾚﾎﾞｶﾙﾆﾁﾝFF錠100mg｢ﾄｰﾜ｣","E24","","","","","",""
"ﾚﾎﾞｾﾁﾘｼﾞﾝ塩酸塩錠5mg｢武田ﾃﾊﾞ｣","C15","","","","","",""
"ﾚﾎﾞｾﾁﾘｼﾞﾝ塩酸塩OD錠2.5mg｢ﾀｶﾀ｣","E24","","","","","",""
"ﾚﾎﾞｾﾁﾘｼﾞﾝ塩酸塩ｼﾛｯﾌﾟ0.05%｢ﾄｰﾜ｣","D3","","","","","",""
"レボチロキシンＮａ錠２５μｇ「サンド」","E18","","","","","",""
"レボチロキシンＮａ錠５０μｇ「サンド」","E18","","","","","",""
"レボトミン錠５ｍｇ","E24","","","","","",""
"レボノルゲストレル錠１．５ｍｇ「Ｆ」","E2","","","","","",""
"ﾚﾎﾞﾌﾛｷｻｼﾝ錠500mg｢DSEP｣","C15","","","","","",""
"ﾚﾎﾞﾌﾛｷｻｼﾝOD錠250mg｢ﾄｰﾜ｣","E24","","","","","",""
"ﾚﾎﾞﾌﾛｷｻｼﾝ点眼液0.5%｢ﾆｯﾄｰ｣","E10","","","","","",""
"ﾚﾎﾞﾌﾛｷｻｼﾝ点眼液1.5%｢ﾆｯﾄｰ｣","E10","","","","","",""
"レミカットカプセル１ｍｇ","E24","","","","","",""
"レミッチＯＤ錠２．５μｇ","E18","","","","","",""
"レルベア１００エリプタ３０吸入用","E9","G11","","","","",""
"レルベア２００エリプタ３０吸入用","E9","G11","","","","",""
"レルミナ錠４０ｍｇ","E18","","","","","",""
"レンドルミン錠０．２５ｍｇ","E19","","","","","",""
"レンドルミンＤ錠０．２５ｍｇ","E19","","","","","",""
"ロキソニン錠６０ｍｇ","C13","","","","","",""
"ロキソプロフェンＮａ錠６０ｍｇ「三和」","E24","P","","","","",""
"ﾛｷｿﾌﾟﾛﾌｪﾝNaﾊﾟｯﾌﾟ100mg｢ﾃｲｺｸ｣","G5","","","","","",""
"ロキソニンゲル１％","C5","A2","","","","",""
"ロキソニンテープ１００ｍｇ","G5","","","","","",""
"ﾛｷｿﾌﾟﾛﾌｪﾝNaﾃｰﾌﾟ100mg｢科研｣","G3","I4","","","","",""
"ﾛｷｿﾌﾟﾛﾌｪﾝﾅﾄﾘｳﾑﾃｰﾌﾟ100mg｢ﾀｲﾎｳ｣","G5","","","","","",""
"ロキソニンテープ５０ｍｇ","G5","","","","","",""
"ﾛｷｿﾌﾟﾛﾌｪﾝNaﾃｰﾌﾟ50mg｢科研｣","G3","","","","","",""
"ﾛｷｿﾌﾟﾛﾌｪﾝﾅﾄﾘｳﾑﾃｰﾌﾟ50mg｢ﾀｲﾎｳ｣","G5","","","","","",""
"ﾛｷｿﾌﾟﾛﾌｪﾝNa細粒10%｢ｻﾜｲ｣","C11","","","","","",""
"ロケルマ懸濁用散分包１０ｇ","E3","","","","","",""
"ロコアテープ","G5","","","","","",""
"ロコイドクリーム０．１％","N1","C1","G10","C2","G11","",""
"ロコイド軟膏０．１％","N1","C2","","","","",""
"ロサルタンＫ錠２５ｍｇ「明治」","E24","","","","","",""
"ロサルタンＫ錠５０ｍｇ「明治」","E24","","","","","",""
"ロサルヒド配合錠ＬＤ「サワイ」","E24","","","","","",""
"ロスーゼット配合錠ＨＤ","E24","","","","","",""
"ロスーゼット配合錠ＬＤ","","","","","","",""
"ロスバスタチン錠２．５ｍｇ「ＤＳＥＰ」","E24","P","","","","",""
"ロスバスタチン錠５ｍｇ「ＤＳＥＰ」","","","","","","",""
"ﾛｽﾊﾞｽﾀﾁﾝOD錠2.5mg｢DSEP｣","E24","","","","","",""
"ロスバスタチンＯＤ錠５ｍｇ「ＤＳＥＰ」","E24","P","","","","",""
"ロゼックスゲル０．７５％","N4","","","","","",""
"ロゼレム錠８ｍｇ","E24","P","","","","",""
"ロドピン錠２５ｍｇ","E18","","","","","",""
"ロナセンテープ２０ｍｇ","E5","","","","","",""
"ロナセンテープ３０ｍｇ","E5","","","","","",""
"ロナセンテープ４０ｍｇ","E5","","","","","",""
"ロピニロール徐放錠２ｍｇ「サワイ」","E18","","","","","",""
"ロフラゼプ酸エチル錠１ｍｇ「トーワ」","E19","","","","","",""
"ロペミンカプセル１ｍｇ","E24","","","","","",""
"ロペミン細粒０．１％","C10","","","","","",""
"ﾛﾍﾟﾗﾐﾄﾞ塩酸塩ｶﾌﾟｾﾙ1mg｢NIG｣","E24","","","","","",""
"ロメフロン耳科用液０．３％","E9","","","","","",""
"ロラゼパム錠０．５ｍｇ「サワイ」","E19","P","","","","",""
"ロラタジンＯＤ錠１０ｍｇ「サワイ」","E24","","","","","",""
"ワーファリン錠０．５ｍｇ","E24","","","","","",""
"ワーファリン錠１ｍｇ","E24","","","","","",""
"ワーファリン錠５ｍｇ","E24","","","","","",""
"ワーファリン顆粒０．２％","C11","","","","","",""
"ワイドシリン細粒２０％","E3","","","","","",""
"ワイパックス錠０．５","E19","","","","","",""
"ワコビタール坐剤５０","F","","","","","",""
"ワンアルファ錠０．５μｇ","E18","","","","","",""
"ワンデュロパッチ０．８４ｍｇ","E6","","","","","",""
"ワンデュロパッチ１．７ｍｇ","E6","","","","","",""
"ワンデュロパッチ３．４ｍｇ","E6","","","","","",""
"ワントラム錠１００ｍｇ","E18","","","","","",""
